recording_id	prompt_id	take	tier	kind	asaxi	translation_en	translation_scope	dictionary_pitch_by_word	predicted_utterance_pitch_by_word	morphology_by_word	predicted_boundary_tone	reference_authority	reference_reading	reference_agreement	annotation_status
asx_nat_b2c6b7afd84a_t01	asx_nat_b2c6b7afd84a	1	C	natural_reader	„gja ksè chěto' ŕa zá wo jýnů ken.ná zèbů?”	"Why couldn't they stop and talk to me?"	terminal_aligned	gja [L] | ksè [H] | chěto' [H.L] | ŕa [L] | zá [L] | wo [L] | jýnů [H.H] | ken.ná [L.L] | zèbů [H.H]	gja [L] | ksè [H] | chěto' [L.L] | ŕa [L] | zá [L] | wo [L] | jýnů [L.L] | ken.ná [L.L] | zèbů [L.L]	gja [lexical] | ksè [lexical] | chěto' [lexical] | ŕa [lexical] | zá [lexical] | wo [lexical] | jýnů [lexical] | ken.ná [lexical] | zèbů [zè (root) + -b- (verbal bridge) + -ů (verbalizer)]	LH%	none		no_reference	model_hypothesis
asx_nat_1ceb25d3dd7e_t01	asx_nat_1ceb25d3dd7e	1	C	natural_reader	nixå dănă å xő xăhjinýj zèbabů, txepỏvă ijonů nivå, ŕa gja naxogă hjonů nivå.	For a long time he lay very still, watching the bracken, and hoping that they would come back.	terminal_aligned	nixå [L.L] | dănă [H.L] | å [H] | xő [L] | xăhjinýj [H.H.H] | zèbabů [L.L.L] | txepỏvă [H.L.L] | ijonů [H.L.L] | nivå [L.L] | ŕa [L] | gja [L] | naxogă [L.L.H] | hjonů [H.H] | nivå [L.L]	nixå [H.L] | dănă [H.L] | å [H] | xő [L] | xăhjinýj [H.H.H] | zèbabů [L.L.L] | txepỏvă [H.L.L] | ijonů [H.L.L] | nivå [L.L] | ŕa [L] | gja [L] | naxogă [L.L.H] | hjonů [H.H] | nivå [L.L]	nixå [lexical] | dănă [lexical] | å [lexical] | xő [lexical] | xăhjinýj [xă- (prefix) + hji (root) + -nýj (cold adjective suffix)] | zèbabů [zè- (prefix) + ba- (prefix) + -b- (verbal bridge) + -ů (verbalizer)] | txepỏvă [lexical] | ijonů [ijo (root) + -n- (infix) + -ů (verbalizer)] | nivå [lexical] | ŕa [lexical] | gja [lexical] | naxogă [na- (prefix) + xogă (root)] | hjonů [lexical] | nivå [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_f87c247b4bcd_t01	asx_nat_f87c247b4bcd	1	C	natural_reader	dzè gja nåsi zènaxogă, ŕa ńopa xi napùnýj zèxochi, hjiny gasi maőtxesháma zèpăjală, ŕa onă bỏhjá zèxogă ŕa xő ni waokam zèmaaśù.	But they never returned, and presently the sun sank lower and the little white moths fluttered out, and the Boy came and carried him home.	terminal_aligned	dzè [L] | gja [L] | nåsi [L.L] | zènaxogă [L.L.L.H] | ŕa [L] | ńopa [L.H] | xi [H] | napùnýj [H.L.L] | zèxochi [L.H.L] | hjiny [H] | gasi [H.H] | maőtxesháma [H.L.L.L.L] | zèpăjală [L.L.L.H] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | zèxogă [L.L.H] | ŕa [L] | xő [L] | ni [L] | waokam [L.H.L] | zèmaaśù [L.H.L.L]	dzè [H] | gja [L] | nåsi [L.L] | zènaxogă [L.L.L.H] | ŕa [L] | ńopa [L.H] | xi [H] | napùnýj [H.L.L] | zèxochi [L.H.L] | hjiny [H] | gasi [H.H] | maőtxesháma [H.L.L.L.L] | zèpăjală [L.L.L.H] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | zèxogă [L.L.H] | ŕa [L] | xő [L] | ni [L] | waokam [L.H.L] | zèmaaśù [L.H.L.L]	dzè [lexical] | gja [lexical] | nåsi [lexical] | zènaxogă [zè- (prefix) + na- (prefix) + xogă (root)] | ŕa [lexical] | ńopa [lexical] | xi [lexical] | napùnýj [lexical] | zèxochi [zè- (prefix) + -x- (infix) + ochi (lexical unit)] | hjiny [hji (lexical unit) + -ný (reduced cold adjective suffix)] | gasi [lexical] | maőtxesháma [lexical] | zèpăjală [zè- (prefix) + pă- (prefix) + jală (root)] | ŕa [lexical] | onă [lexical] | bỏhjá [lexical] | zèxogă [zè- (prefix) + xogă (root)] | ŕa [lexical] | xő [lexical] | ni [lexical] | waokam [lexical] | zèmaaśù [zè- (prefix) + maaśù (root)]	L%	none		no_reference	model_hypothesis
asx_nat_7f1db5fcf366_t01	asx_nat_7f1db5fcf366	1	C	natural_reader	shăxiwa zèxopa, ŕa onă hjinýj pỏpỏ xătxăný xăksùnýj zèniŕa, dzè onă bỏhjá ni xő vanå izovivi zèsùkixů.	Weeks passed, and the little Rabbit grew very old and shabby, but the Boy loved him just as much.	terminal_aligned	shăxiwa [H.L.L] | zèxopa [L.H.L] | ŕa [L] | onă [L.L] | hjinýj [H.H] | pỏpỏ [H.L] | xătxăný [H.H.H] | xăksùnýj [H.H.H] | zèniŕa [L.L.L] | dzè [L] | onă [L.L] | bỏhjá [H.L] | ni [L] | xő [L] | vanå [L.L] | izovivi [L.L.H.L] | zèsùkixů [L.H.L.L]	shăxiwa [H.L.L] | zèxopa [L.H.L] | ŕa [L] | onă [L.L] | hjinýj [H.H] | pỏpỏ [H.L] | xătxăný [H.H.H] | xăksùnýj [H.H.H] | zèniŕa [L.L.L] | dzè [L] | onă [L.L] | bỏhjá [H.L] | ni [L] | xő [L] | vanå [L.L] | izovivi [L.L.H.L] | zèsùkixů [L.H.L.L]	shăxiwa [shă (compound modifier) + xiwa (compound head: xi (root) + -wa (plural))] | zèxopa [zè- (prefix) + xopa (root)] | ŕa [lexical] | onă [lexical] | hjinýj [lexical] | pỏpỏ [lexical] | xătxăný [xă- (prefix) + txă (root) + -ný (reduced cold adjective suffix)] | xăksùnýj [xă- (prefix) + ksù (root) + -nýj (cold adjective suffix)] | zèniŕa [zè- (prefix) + ni (function morpheme) + -ŕa (validity suffix)] | dzè [lexical] | onă [lexical] | bỏhjá [lexical] | ni [lexical] | xő [lexical] | vanå [lexical] | izovivi [lexical] | zèsùkixů [zè- (prefix) + sùki (root) + -x- (infix) + -ů (verbalizer)]	L%	none		no_reference	model_hypothesis
asx_nat_cdd6b49bb9c1_t01	asx_nat_cdd6b49bb9c1	1	C	natural_reader	xő ni xő izovivi zèsùkixů sèni, dhè sè xő fùbiwa săsă bă sùki zèvèshů, sè xő mimiwa gapiva sipỏ gaso zèniŕa, ŕa sè xő gacù ipa zèxiŕoshů.	He loved him so hard that he loved all his whiskers off, and the pink lining to his ears turned grey, and his brown spots faded.	terminal_aligned	xő [L] | ni [L] | xő [L] | izovivi [L.L.H.L] | zèsùkixů [L.H.L.L] | sèni [L.L] | dhè [L] | sè [L] | xő [L] | fùbiwa [H.L.L] | săsă [L.L] | bă [L] | sùki [H.L] | zèvèshů [L.H.H] | sè [L] | xő [L] | mimiwa [H.L.L] | gapiva [L.H.L] | sipỏ [H.H] | gaso [L.H] | zèniŕa [L.L.L] | ŕa [L] | sè [L] | xő [L] | gacù [L.H] | ipa [H.L] | zèxiŕoshů [L.H.L.L]	xő [H] | ni [L] | xő [L] | izovivi [L.L.H.L] | zèsùkixů [L.H.L.L] | sèni [L.L] | dhè [L] | sè [L] | xő [L] | fùbiwa [H.L.L] | săsă [L.L] | bă [L] | sùki [H.L] | zèvèshů [L.H.H] | sè [L] | xő [L] | mimiwa [H.L.L] | gapiva [L.H.L] | sipỏ [H.H] | gaso [L.H] | zèniŕa [L.L.L] | ŕa [L] | sè [L] | xő [L] | gacù [L.H] | ipa [H.L] | zèxiŕoshů [L.H.L.L]	xő [lexical] | ni [lexical] | xő [lexical] | izovivi [lexical] | zèsùkixů [zè- (prefix) + sùki (root) + -x- (infix) + -ů (verbalizer)] | sèni [lexical] | dhè [lexical] | sè [lexical] | xő [lexical] | fùbiwa [fùbi (root) + -wa (plural)] | săsă [lexical] | bă [lexical] | sùki [lexical] | zèvèshů [zè- (prefix) + vè (root) + -sh- (infix) + -ů (verbalizer)] | sè [lexical] | xő [lexical] | mimiwa [mimi (root) + -wa (plural)] | gapiva [lexical] | sipỏ [lexical] | gaso [lexical] | zèniŕa [zè- (prefix) + ni (function morpheme) + -ŕa (validity suffix)] | ŕa [lexical] | sè [lexical] | xő [lexical] | gacù [lexical] | ipa [ipo (root) + -a (plural)] | zèxiŕoshů [zè- (prefix) + -x- (infix) + iŕo (lexical unit) + -sh- (infix) + -ů (verbalizer)]	L%	none		no_reference	model_hypothesis
asx_nat_2aa5c440aef5_t01	asx_nat_2aa5c440aef5	1	C	natural_reader	xő sè xő kxe zènikxeshů xa, ŕa xő pỏpỏ vanå mebůjůná — då onă bỏhjá să ná.	He even began to lose his shape, and he scarcely looked like a rabbit any more, except to the Boy.	terminal_aligned	xő [L] | sè [L] | xő [L] | kxe [H] | zènikxeshů [L.L.H.H] | xa [L] | ŕa [L] | xő [L] | pỏpỏ [H.L] | vanå [L.L] | mebůjůná [L.L.L.H] | då [L] | onă [L.L] | bỏhjá [H.L] | să [H] | ná [H]	xő [H] | sè [L] | xő [L] | kxe [H] | zènikxeshů [L.L.H.H] | xa [L] | ŕa [L] | xő [L] | pỏpỏ [H.L] | vanå [L.L] | mebůjůná [L.L.L.H] | då [L] | onă [L.L] | bỏhjá [H.L] | să [H] | ná [H]	xő [lexical] | sè [lexical] | xő [lexical] | kxe [lexical] | zènikxeshů [zè- (prefix) + ni- (prefix) + kxe (root) + -sh- (infix) + -ů (verbalizer)] | xa [lexical] | ŕa [lexical] | xő [lexical] | pỏpỏ [lexical] | vanå [lexical] | mebůjůná [me- (prefix) + -b- (verbal bridge) + -ů (verbalizer) + -j- (infix) + -ů (verbalizer) + ná (dominant suffix)] | då [lexical] | onă [lexical] | bỏhjá [lexical] | să [lexical] | ná [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_35ddcee5cae4_t01	asx_nat_35ddcee5cae4	1	C	natural_reader	då xő, pỏpỏ onå jovină zèxiŕa, ŕa onă hjinýj pỏpỏ nonă să ăni zèxitáka.	To him he was always beautiful, and that was all that the little Rabbit cared about.	terminal_aligned	då [L] | xő [L] | pỏpỏ [H.L] | onå [L.L] | jovină [H.L.L] | zèxiŕa [L.H.H] | ŕa [L] | onă [L.L] | hjinýj [H.H] | pỏpỏ [H.L] | nonă [L.L] | să [H] | ăni [H.H] | zèxitáka [L.H.L.L]	då [H] | xő [L] | pỏpỏ [H.L] | onå [L.L] | jovină [H.L.L] | zèxiŕa [L.H.H] | ŕa [L] | onă [L.L] | hjinýj [H.H] | pỏpỏ [H.L] | nonă [L.L] | să [H] | ăni [H.H] | zèxitáka [L.H.L.L]	då [lexical] | xő [lexical] | pỏpỏ [lexical] | onå [lexical] | jovină [lexical] | zèxiŕa [zè- (prefix) + xi (root) + -ŕa (validity suffix)] | ŕa [lexical] | onă [lexical] | hjinýj [lexical] | pỏpỏ [lexical] | nonă [no- (prefix) + onă (function morpheme)] | să [lexical] | ăni [lexical] | zèxitáka [zè- (prefix) + -x- (infix) + itáka (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_3a632ff65511_t01	asx_nat_3a632ff65511	1	C	natural_reader	xő ksá då pă sháma ůjů ăni xő zèxitákaná, sèwo onă hjávakam-txaŕăijo xő hùzèxăcèků, ŕa no xăcèshá xiŕa vå, anő ksùnýj itáka nỏwë.	He didn't mind how he looked to other people, because the nursery magic had made him Real, and when you are Real shabbiness doesn't matter.	terminal_aligned	xő [L] | ksá [H] | då [L] | pă [L] | sháma [H.H] | ůjů [H.L] | ăni [H.H] | xő [L] | zèxitákaná [L.H.L.L.H] | sèwo [L.L] | onă [L.L] | hjávakam [H.L.L] | txaŕăijo [H.L.L.L] | xő [L] | hùzèxăcèků [L.L.H.H.L] | ŕa [L] | no [L] | xăcèshá [H.L.L] | xiŕa [L.L] | vå [L] | anő [L.L] | ksùnýj [H.H] | itáka [H.L.L] | nỏwë [L.L]	xő [H] | ksá [L] | då [L] | pă [L] | sháma [H.H] | ůjů [H.L] | ăni [H.H] | xő [L] | zèxitákaná [L.H.L.L.H] | sèwo [L.L] | onă [L.L] | hjávakam [H.L.L] | txaŕăijo [H.L.L.L] | xő [L] | hùzèxăcèků [L.L.H.H.L] | ŕa [L] | no [L] | xăcèshá [H.L.L] | xiŕa [L.L] | vå [L] | anő [L.L] | ksùnýj [H.H] | itáka [H.L.L] | nỏwë [L.L]	xő [lexical] | ksá [lexical] | då [lexical] | pă [pă- (prefix)] | sháma [shá (root) + -ma (plural)] | ůjů [lexical] | ăni [lexical] | xő [lexical] | zèxitákaná [zè- (prefix) + -x- (infix) + itáka (lexical unit) + ná (dominant suffix)] | sèwo [lexical] | onă [lexical] | hjávakam [lexical] | txaŕăijo [lexical] | xő [lexical] | hùzèxăcèků [hù- (prefix) + zè- (prefix) + xăcè (root) + -k- (infix) + -ů (verbalizer)] | ŕa [lexical] | no [lexical] | xăcèshá [lexical] | xiŕa [lexical] | vå [lexical] | anő [lexical] | ksùnýj [ksù (root) + -nýj (cold adjective suffix)] | itáka [lexical] | nỏwë [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_20a52b754023_t01	asx_nat_20a52b754023	1	C	natural_reader	zå, gănå xi, onă bỏhjá jaminýj zèniŕa.	And then, one day, the Boy was ill.	exact	zå [L] | gănå [L.L] | xi [H] | onă [L.L] | bỏhjá [H.L] | jaminýj [H.L.L] | zèniŕa [L.L.L]	zå [H] | gănå [L.L] | xi [H] | onă [L.L] | bỏhjá [H.L] | jaminýj [H.L.L] | zèniŕa [L.L.L]	zå [lexical] | gănå [lexical] | xi [lexical] | onă [lexical] | bỏhjá [lexical] | jaminýj [lexical] | zèniŕa [zè- (prefix) + ni (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	model_hypothesis
asx_nat_abeda6df1a20_t01	asx_nat_abeda6df1a20	1	C	natural_reader	sè xő mëfo xăchină zèniŕa, xő va nùnù zèjýnů, ŕa sè xő hjinýj kamshá xăŕăană zèbů sèni, xő pỏpỏ obi kma vå, jo pỏpỏ zèŕăxa.	His face grew very flushed, and he talked in his sleep, and his little body was so hot that it burned the Rabbit when he held him close.	exact	sè [L] | xő [L] | mëfo [H.L] | xăchină [H.H.H] | zèniŕa [L.L.L] | xő [L] | va [L] | nùnù [H.L] | zèjýnů [L.H.H] | ŕa [L] | sè [L] | xő [L] | hjinýj [H.H] | kamshá [L.H] | xăŕăană [H.H.L.L] | zèbů [H.H] | sèni [L.L] | xő [L] | pỏpỏ [H.L] | obi [L.H] | kma [H] | vå [L] | jo [H] | pỏpỏ [H.L] | zèŕăxa [L.H.L]	sè [H] | xő [L] | mëfo [H.L] | xăchină [H.H.H] | zèniŕa [L.L.L] | xő [L] | va [L] | nùnù [H.L] | zèjýnů [L.H.H] | ŕa [L] | sè [L] | xő [L] | hjinýj [H.H] | kamshá [L.H] | xăŕăană [H.H.L.L] | zèbů [H.H] | sèni [L.L] | xő [L] | pỏpỏ [H.L] | obi [L.H] | kma [H] | vå [L] | jo [H] | pỏpỏ [H.L] | zèŕăxa [L.H.L]	sè [lexical] | xő [lexical] | mëfo [lexical] | xăchină [xă- (prefix) + chi (root) + -nă (warm adjective suffix)] | zèniŕa [zè- (prefix) + ni (function morpheme) + -ŕa (validity suffix)] | xő [lexical] | va [va- (prefix)] | nùnù [lexical] | zèjýnů [zè- (prefix) + jýn (root) + -ů (verbalizer)] | ŕa [lexical] | sè [lexical] | xő [lexical] | hjinýj [lexical] | kamshá [lexical] | xăŕăană [xă- (prefix) + ŕăa (root) + -nă (warm adjective suffix)] | zèbů [zè (root) + -b- (verbal bridge) + -ů (verbalizer)] | sèni [lexical] | xő [lexical] | pỏpỏ [lexical] | obi [lexical] | kma [lexical] | vå [lexical] | jo [lexical] | pỏpỏ [lexical] | zèŕăxa [zè- (prefix) + ŕăxa (root)]	L%	none		no_reference	model_hypothesis
asx_nat_6009306ba6bc_t01	asx_nat_6009306ba6bc	1	C	natural_reader	siŕosháma va hjávakam zèxogă ŕa zèxoxo, pjo săsămao zèpjonů, ŕa ỏ jo săsă onă hjinýj gaksamipỏpỏ no zèbabů — pù săpỏno flamiŋshů — ŕa xő nåsi zèxo, sèwo gja wo ijpù chě, kshá wo chåmaaśù ken tte xő zèzhåka, ŕa onă bỏhjá wo wëè tte xő zècè.	Strange people came and went in the nursery, and a light burned all night, and through it all the little Velveteen Rabbit lay there, hidden from sight under the bedclothes, and he never stirred, for he was afraid that if they found him some one might take him away, and he knew that the Boy needed him.	exact	siŕosháma [H.H.L.L] | va [L] | hjávakam [H.L.L] | zèxogă [L.L.H] | ŕa [L] | zèxoxo [L.H.L] | pjo [H] | săsămao [L.L.H.L] | zèpjonů [L.H.H] | ŕa [L] | ỏ [L] | jo [H] | săsă [L.L] | onă [L.L] | hjinýj [H.H] | gaksamipỏpỏ [H.L.L.L.L] | no [L] | zèbabů [L.L.L] | pù [L] | săpỏno [H.L.L] | flamiŋshů [H.L.L] | ŕa [L] | xő [L] | nåsi [L.L] | zèxo [L.H] | sèwo [L.L] | gja [L] | wo [L] | ijpù [H.L] | chě [L] | kshá [H] | wo [L] | chåmaaśù [L.H.L.L] | ken [L] | tte [L.L] | xő [L] | zèzhåka [L.H.L] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | wo [L] | wëè [H.L] | tte [L.L] | xő [L] | zècè [L.H]	siŕosháma [H.H.L.L] | va [L] | hjávakam [H.L.L] | zèxogă [L.L.H] | ŕa [L] | zèxoxo [L.H.L] | pjo [H] | săsămao [L.L.H.L] | zèpjonů [L.H.H] | ŕa [L] | ỏ [L] | jo [H] | săsă [L.L] | onă [L.L] | hjinýj [H.H] | gaksamipỏpỏ [H.L.L.L.L] | no [L] | zèbabů [L.L.L] | pù [L] | săpỏno [H.L.L] | flamiŋshů [H.L.L] | ŕa [L] | xő [L] | nåsi [L.L] | zèxo [L.H] | sèwo [L.L] | gja [L] | wo [L] | ijpù [H.L] | chě [L] | kshá [H] | wo [L] | chåmaaśù [L.H.L.L] | ken [L] | tte [L.L] | xő [L] | zèzhåka [L.H.L] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | wo [L] | wëè [H.L] | tte [L.L] | xő [L] | zècè [L.L]	siŕosháma [siŕo (compound modifier) + sháma (compound head: shá (root) + -ma (plural))] | va [va- (prefix)] | hjávakam [lexical] | zèxogă [zè- (prefix) + xogă (root)] | ŕa [lexical] | zèxoxo [zè- (prefix) + xoxo (root)] | pjo [lexical] | săsămao [săsă (function morpheme) + mao (lexical unit)] | zèpjonů [zè- (prefix) + pjo (root) + -n- (infix) + -ů (verbalizer)] | ŕa [lexical] | ỏ [ỏ- (prefix)] | jo [lexical] | săsă [lexical] | onă [lexical] | hjinýj [lexical] | gaksamipỏpỏ [ga- (compound prefix) + aksami (compound modifier) + pỏpỏ (compound head)] | no [lexical] | zèbabů [zè- (prefix) + ba- (prefix) + -b- (verbal bridge) + -ů (verbalizer)] | pù [pù- (prefix)] | săpỏno [lexical] | flamiŋshů [lexical] | ŕa [lexical] | xő [lexical] | nåsi [lexical] | zèxo [zè- (prefix) + xo (root)] | sèwo [lexical] | gja [lexical] | wo [lexical] | ijpù [lexical] | chě [lexical] | kshá [lexical] | wo [lexical] | chåmaaśù [chå (function morpheme) + maaśù (lexical unit)] | ken [lexical] | tte [lexical] | xő [lexical] | zèzhåka [zè- (prefix) + zhåka (root)] | ŕa [lexical] | onă [lexical] | bỏhjá [lexical] | wo [lexical] | wëè [lexical] | tte [lexical] | xő [lexical] | zècè [zè- (prefix) + cè (root)]	L%	none		no_reference	model_hypothesis
asx_nat_5f0a22d65ba2_t01	asx_nat_5f0a22d65ba2	1	C	natural_reader	jo dăna xèný å zèxiŕa, sèwo onă bỏhjá xăjaminýj zèbů sèni, igùŕanů ken.ná, ŕa ă onă hjinýj pỏpỏ — săsăxi fůxů — jo fůhjonă sỏůchů.	It was a long weary time, for the Boy was too ill to play, and the little Rabbit found it rather dull with nothing to do all day long.	exact	jo [H] | dăna [H.L] | xèný [H.H] | å [H] | zèxiŕa [L.H.H] | sèwo [L.L] | onă [L.L] | bỏhjá [H.L] | xăjaminýj [H.H.L.L] | zèbů [H.H] | sèni [L.L] | igùŕanů [H.L.L.L] | ken.ná [L.L] | ŕa [L] | ă [H] | onă [L.L] | hjinýj [H.H] | pỏpỏ [H.L] | săsăxi [L.L.H] | fůxů [H.L] | jo [H] | fůhjonă [H.L.L] | sỏůchů [L.L.L]	jo [H] | dăna [H.L] | xèný [H.H] | å [H] | zèxiŕa [L.H.H] | sèwo [L.L] | onă [L.L] | bỏhjá [H.L] | xăjaminýj [H.H.L.L] | zèbů [H.H] | sèni [L.L] | igùŕanů [H.L.L.L] | ken.ná [L.L] | ŕa [L] | ă [H] | onă [L.L] | hjinýj [H.H] | pỏpỏ [H.L] | săsăxi [L.L.H] | fůxů [H.L] | jo [H] | fůhjonă [H.L.L] | sỏůchů [L.L.L]	jo [lexical] | dăna [dă (lexical unit) + na (function morpheme)] | xèný [xè (root) + -ný (reduced cold adjective suffix)] | å [lexical] | zèxiŕa [zè- (prefix) + xi (root) + -ŕa (validity suffix)] | sèwo [lexical] | onă [lexical] | bỏhjá [lexical] | xăjaminýj [xă- (prefix) + jami (root) + -nýj (cold adjective suffix)] | zèbů [zè (root) + -b- (verbal bridge) + -ů (verbalizer)] | sèni [lexical] | igùŕanů [lexical] | ken.ná [lexical] | ŕa [lexical] | ă [lexical] | onă [lexical] | hjinýj [lexical] | pỏpỏ [lexical] | săsăxi [săsă (function morpheme) + xi (lexical unit)] | fůxů [fů (compound modifier) + xů (compound head)] | jo [lexical] | fůhjonă [fů (compound modifier) + hjo (compound head) + -nă (warm adjective suffix)] | sỏůchů [sỏ (function morpheme) + -ů (verbalizer) + -ch- (infix) + -ů (verbalizer)]	L%	none		no_reference	model_hypothesis
asx_nat_b3833adcd9af_t01	asx_nat_b3833adcd9af	1	C	natural_reader	dzè xő vănýj zèxỏbwonů, ŕa onă onă bỏhjá navigavină niŕa, gja ni văŕo — ỏ piva ja itxesháma — pănů, ŕa va kŕahjákae bùŕo jovina igùŕa izozèma ksá — igùŕanů å zèxănăka.	But he snuggled down patiently, and looked forward to the time when the Boy should be well again, and they would go out in the garden amongst the flowers and the butterflies and play splendid games in the raspberry thicket like they used to.	exact	dzè [L] | xő [L] | vănýj [H.H] | zèxỏbwonů [L.L.H.L] | ŕa [L] | onă [L.L] | onă [L.L] | bỏhjá [H.L] | navigavină [L.L.H.L.L] | niŕa [H.H] | gja [L] | ni [L] | văŕo [H.L] | ỏ [L] | piva [H.L] | ja [L] | itxesháma [H.L.L.L] | pănů [H.L] | ŕa [L] | va [L] | kŕahjákae [H.L.L.L] | bùŕo [H.L] | jovina [H.L.L] | igùŕa [H.L.L] | izozèma [L.L.L.L] | ksá [H] | igùŕanů [H.L.L.L] | å [H] | zèxănăka [L.H.L.L]	dzè [H] | xő [L] | vănýj [H.H] | zèxỏbwonů [L.L.H.L] | ŕa [L] | onă [L.L] | onă [L.L] | bỏhjá [H.L] | navigavină [L.L.H.L.L] | niŕa [H.H] | gja [L] | ni [L] | văŕo [H.L] | ỏ [L] | piva [H.L] | ja [L] | itxesháma [H.L.L.L] | pănů [H.L] | ŕa [L] | va [L] | kŕahjákae [H.L.L.L] | bùŕo [H.L] | jovina [H.L.L] | igùŕa [H.L.L] | izozèma [L.L.L.L] | ksá [H] | igùŕanů [H.L.L.L] | å [H] | zèxănăka [L.H.L.L]	dzè [lexical] | xő [lexical] | vănýj [lexical] | zèxỏbwonů [zè- (prefix) + -x- (infix) + ỏbwo (lexical unit) + -n- (infix) + -ů (verbalizer)] | ŕa [lexical] | onă [lexical] | onă [lexical] | bỏhjá [lexical] | navigavină [na- (prefix) + vigavi (root) + -nă (warm adjective suffix)] | niŕa [lexical] | gja [lexical] | ni [lexical] | văŕo [lexical] | ỏ [ỏ- (prefix)] | piva [lexical] | ja [lexical] | itxesháma [lexical] | pănů [lexical] | ŕa [lexical] | va [va- (prefix)] | kŕahjákae [lexical] | bùŕo [lexical] | jovina [jovi (lexical unit) + na (function morpheme)] | igùŕa [lexical] | izozèma [izo (function morpheme) + zè- (prefix) + -ma (plural suffix)] | ksá [lexical] | igùŕanů [lexical] | å [lexical] | zèxănăka [zè- (prefix) + -x- (infix) + ănăka (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_5decba0b1616_t01	asx_nat_5decba0b1616	1	C	natural_reader	xő mmbăna nona săsăkxe zèŕimpù, ŕa onă bỏhjá pùtam-nùnù babů nivå, xő ni ỏbỏ obi zèŋawa ŕa hja ni sè xő mimi zèsùsù.	All sorts of delightful things he planned, and while the Boy lay half asleep he crept up close to the pillow and whispered them in his ear.	terminal_aligned	xő [L] | mmbăna [L.H.L] | nona [H.L] | săsăkxe [L.L.H] | zèŕimpù [L.H.L] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | pùtam [L.H] | nùnù [H.L] | babů [L.L] | nivå [L.L] | xő [L] | ni [L] | ỏbỏ [H.L] | obi [L.H] | zèŋawa [L.H.L] | ŕa [L] | hja [L] | ni [L] | sè [L] | xő [L] | mimi [H.L] | zèsùsù [L.H.L]	xő [H] | mmbăna [L.H.L] | nona [H.L] | săsăkxe [L.L.H] | zèŕimpù [L.H.L] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | pùtam [L.H] | nùnù [H.L] | babů [L.L] | nivå [L.L] | xő [L] | ni [L] | ỏbỏ [H.L] | obi [L.H] | zèŋawa [L.H.L] | ŕa [L] | hja [L] | ni [L] | sè [L] | xő [L] | mimi [H.L] | zèsùsù [L.H.L]	xő [lexical] | mmbăna [mmbă (lexical unit) + na (function morpheme)] | nona [nono (root) + -a (plural)] | săsăkxe [săsă (function morpheme) + kxe (lexical unit)] | zèŕimpù [zè- (prefix) + ŕimpù (root)] | ŕa [lexical] | onă [lexical] | bỏhjá [lexical] | pùtam [pù- (prefix) + tam (root)] | nùnù [lexical] | babů [ba- (prefix) + -b- (verbal bridge) + -ů (verbalizer)] | nivå [lexical] | xő [lexical] | ni [lexical] | ỏbỏ [lexical] | obi [lexical] | zèŋawa [zè- (prefix) + ŋawa (root)] | ŕa [lexical] | hja [lexical] | ni [lexical] | sè [lexical] | xő [lexical] | mimi [lexical] | zèsùsù [zè- (prefix) + sùsù (root)]	L%	none		no_reference	model_hypothesis
asx_nat_862831b630f1_t01	asx_nat_862831b630f1	1	C	natural_reader	ŕa ńopa onă săaai zètxanů, ŕa onă bỏhjá navigavină zèniŕa.	And presently the fever turned, and the Boy got better.	terminal_aligned	ŕa [L] | ńopa [L.H] | onă [L.L] | săaai [H.L.L.L] | zètxanů [L.H.H] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | navigavină [L.L.H.L.L] | zèniŕa [L.L.L]	ŕa [H] | ńopa [L.H] | onă [L.L] | săaai [H.L.L.L] | zètxanů [L.H.H] | ŕa [L] | onă [L.L] | bỏhjá [H.L] | navigavină [L.L.H.L.L] | zèniŕa [L.L.L]	ŕa [lexical] | ńopa [lexical] | onă [lexical] | săaai [lexical] | zètxanů [zè- (prefix) + txa (root) + -n- (infix) + -ů (verbalizer)] | ŕa [lexical] | onă [lexical] | bỏhjá [lexical] | navigavină [na- (prefix) + vigavi (root) + -nă (warm adjective suffix)] | zèniŕa [zè- (prefix) + ni (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	model_hypothesis
